reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2101DHHDMZ93X,B0002GMGYA,just_keith,"[0, 0]","This was bought based on the advice of others. I had a cable with the standard Neutrik/Switchcraft-type ends fail on me, and this cable was supposed to be either strain free or simply designed for long life because of the strain of usage.It worked great for about 4-6 months, and then broke. It happened so quickly (the trad types seem to take longer) that I swore it must have been the output jack on my guitar. After confirming the guitar was okay, I tried a shorter cable, which worked fine.D'Addario does offer lifetime replacement, but it puts you in a bit of a bind - you need a backup cable while you are waiting for a replacement, and you have to pay return shipping of the defective cable out-of-pocket. You also have to get R.A. Taken altogether, this makes it a deal breaker. The extra costs essentially make this cable as expensive as something that has a track record of lasting for years. In my case, I bit the bullet and did what I should have done the first go-round and got a really nice DiMarzio cable.Again, this cable SOUNDS good while it works - capacitance with the longer cables can be an issue. The good news is that IMO high price is not a guarantee of ANY cable sounding good. The replacement DiMarzio is another example of one that was at the top of the list with cable comparisons. I don't get into the mojo or intangible aspects that will typically find someone paying much more for a cable, but I want durability and published capacitance that is within a certain range. This one meets half of those criteria, but it gets expensive because of the potential to fail sooner rather than later. Well, expensive relative to a cable with an initially higher price but longer lifespan.So the replacement that Planet Waves sent me is now the backup, and is still in the original packaging. I figure I'll use it only for short periods while replacing my main cable, so it should last a long time in that situation. If I have a few $ for the shipping and D'Addario is still honoring the lifetime warranty if/when the 2nd one breaks, I may get it replaced. More likely I will just chalk it up to a learning lesson and toss it. Even $4 shipping is a decent percentage of the cost of a more durable cable - IMO it should be set aside to fund its eventual replacement.If this cable would have last 1.5 to 2 years, I'd probably give it 5 stars given the price. And if D'Addario took away the warranty thing, it would probably re-shape the customer's perception on what something at this price should cost, because it's a wear item, plain and simple. IDK how much R&D; it's worth their trouble to put in something at this price point, but that's is what I would shoot for - a realistically acceptable period of trouble-free use w/no warranty as the trade-off. That would NOT make it a deal breaker.",2,was good while it worked,1378166400,"09 3, 2013"
A3SDJ70H00OQCJ,B0017HZ47Y,JerryWithaJ,"[0, 0]","Had I known what I was getting I would never have ordered it.  There are gig bags and there are gig bags.  I've ordered and used inexpensive guitar gig bags.  I expected more. This one offers almost no protection.  The only reason I have not returned it yet is that the return shipping will leave little to refund, but may end up returning it anyway.It *did* fit my Kala KA-TG with room to spare.",2,Not a lot of protection,1403481600,"06 23, 2014"
A2C00NNG1ZQQG2,B0002GX5NG,"RustyBill ""Sunday Rocker""","[2, 2]","Nice looking gooseneck, threads are clean, fits well.  However, the gooseneck is too flexible and will not hold up a mic (Shure SM58) without collapsing.  Better try another brand, or spend a buck or two more to get a better product.",2,Will not hold up mic.,1298332800,"02 22, 2011"
A3VDSGNIS92OVZ,B00J4TBMVO,"P. Hamm ""p-squared""","[2, 2]","I was looking forward to trying these, as I've loved this company's product since day one.But I think they've messed around with the gauge, slapped a meaningless &#34;HD&#34; tag on, and added a few bucks to the price. More profit in someone's pocket for marketing jargon.I have a smaller-bodied guitar, so these should have, by their claim, given me better balance, but imho, the opposite happened. The bottom dropped out, the top end stopped sizzling, and the middle strings totally took over when I strum with a pick.When I play with fingers it's better, but not worth spending more money on than the normal .012s I've been using (which I think I liked a lot better).It's possible that these work great on the Taylor guitars they were ostensibly designed for (color me skeptical), but I'd say if you're happy with what you have, you need not try these.Again, long-time user and big fan, but paying extra money for a slightly different gauge and a silly &#34;HD&#34; moniker... no thanks.",2,I'm a BIG Fan of Elixir Strings... But...,1403568000,"06 24, 2014"
A1ZYSJS573OQ5P,B000KIRT6A,"Scott H. Irving ""itis-truth.org""","[0, 0]","if you go very high with the boost in frequencies, you will get noise in significant quantities. too noisy to please me for anything except experimentation. Pay the extra money and get something quiet. Others complained about this and they were right. If you want to experiment with equalization, its good and cheap. Some complained about each band boosting others. This is more of a user problem than manufacturing. If you want to isolate a frequency range, boost that range and then cut the ones before and after it and you'll get a narrow range. In this respect, its like an MXR 6 band.",2,"OK for experimentation, but for less noise, go elsewhere",1396224000,"03 31, 2014"
A24JUT24W1K3CV,B007T8CUNG,Mr Tall,"[1, 2]","Although this is a very solid feeling pedal and the output and sustain knobs worked, the attack knob (the control for how much compression you want to apply) did absolutely nothing. I even checked it in my recording software by looking at the waveforms and there was no change at all regardless of the attack setting.Perhaps my pedal was a rare defective one, but none-the-less I returned the pedal back to Amazon and will search for another compression solution for my pedal board.",2,Non-Functional,1378252800,"09 4, 2013"
A2IDOKLAT1MP8X,B0002D01KO,"Jared Burdick ""JBurd""","[4, 9]","As the title states, this is a lightly padded duffle bag, nothing more. If you're toating between practice with an instructor, it's okay. I purchased it for that reason...and I'm an adult, so I can be careful. This bag is useless for kids as a drop would likely result in damage. I would even go so far as to call it a glorified dust rag. It will prevent my guitar from scuffs, dings, dent & dirt, but that's it.There are better gig bags at a comprable price and the only reason I gave it two stars was becuase of the dirt cheap price.",2,Bare Minimum,1309046400,"06 26, 2011"
A1WJBJUQ24G8BU,B003SZDFM4,"TerranautX ""Jim""","[1, 2]","Perhaps it may do something of worth for you but if you have one of the finer made guitars this will probably do more to subtract than add to the sound. Be advised that I did not use it in front of a microphone where perhaps the shape of this internal plastic cone might do something you like in directing the sound to a mike. As strictly an issue of natural acoustics, I found it deflected sound in a way that seemed to decrease my guitar's output and resonance. I have an Aria AD-80 which is a very well-made Chinese attempt at cloning a Martin D-42. It can not compete with the real Martin but for the money I paid it was a great buy and it is known as a ""sound canon"" for it's great natural volume. Adding the O-Port deadened the lows. It just didn't provide any plus at all anywhere else. It is however pretty inexpensive so if you're a nut for nuance and you want to try it for yourself it's not going to break your bank. But again, if you have one of the better makes of guitar where a real person ""voiced it"" in his or her manufacturing process, this plastic gizmo will likely subtract from that and not add anything. I'm an acoustic nut and I'd love to have a sound port in the side of my guitar to hear everything that goes on inside that box. The O-port seemed to ""corral"" the sound and shoot it out that plastic horn not allowing me to hear some of the resonance of the sound bouncing back off the back and sides below the sound hole. Sorry to be a crab about it--I like Planet Waves stuff and they were very good to me personally in the ""Humidipak"" recall a few years back. But this product was a waste to me.",2,Sorry. Waste of money for me.,1347062400,"09 8, 2012"
A1VFUMY02HJIFY,B000AC6DVS,D. Dreifus,"[0, 0]","Dampit was recommended to me by a guitar instructor years ago, and I have used the standard model for some time. It seemed kind of tricky to get it to hold enough water to humidify the guitar yet still get it dry enough to have absolutely zero drips inside the instrument.I used to hang it by the clip and let it drip dry for about 15 minutes while I was doing other things before placing it in the guitar.Later I wound up trying the Humidipak humidifiers and to help recharge them on a Dreadnought, I took to putting the Dampit in a gallon plastic bag with distilled water and a resealable top, pressing on the sides to saturate it, then rolling it up in a Planet Waves Microfiber polishing cloth and pressing on the end of the cloth to soak it. Then unroll the cloth, put the dampit in under the headstock where a drop of water would just go into the hard shell case, then rolling up the end of the polishing cloth to cover the wet end with dry material and pushing it into the sound hole over the humidipaks. Worked great.So I ordered a super dampit for my new 000 acoustic planning to do the same. They now ship without the clips. Company says they've had too many complaints about scratches, though I didn't seem to have a problem, wasn't about to take a chance with a costly new acquisition. More importantly, there is supposed to be a sponge to absorb water inside the tube and when I pressed on the sides of the tube, it was empty. So I sent it back to Amazon for a refund. No problem getting the refund, but I'm moving on from dampit to try the planet waves insert with a sponge that has eliminated the chance of water dripping in the guitar or damaging the finish.If you use it to soak the polishing cloth as described above, that still works great, but there's really not enough room for that in the OM model, so between that and the missing sponge, will just try something else.",2,Did not work for me,1382054400,"10 18, 2013"
A23HJIRA5PIMG0,B0002Z2D08,"Michael A. Rammel ""sixxstring""","[0, 0]","I purchased these picks, because I play bass in an alternate punk metal band. We play drop tuning and playing with a plastic or nylon pick creates alot of noise. I was hoping that these picks would stop the pick noise. They don't make that annoying plastic to metal sound, but they are very flexible. I need to have alot of pick speed. These slow me down way to much. The other reviews I read stated that these were like rigid picks, but no they are not. Too bad as i had high hopes.Good picks if you don't have to tremolo pick, not very good if do have to.",2,not what I expected.,1325203200,"12 30, 2011"
AJNFQI3YR6XJ5,B007Q28BHE,"Fender Guy ""Rick""","[9, 12]","I've owned more than one overdrive pedal in my 30 years of playing guitar and the only one I still have on my pedal board is the Boss Super Overdrive...Sweet Baby is well on the way of living up to that legend as well. I have nothing but high praise for this amazing pedal. It really does react to your playing style. Unlike other overdrive pedals I've used this one really gets smooth when you back off of your string attack and starts to growl the harder you dig in. As far as the pedal goes it is pretty much the same as a lot of them...instead of a tone knob they call it ""focus"", there is also a volume and drive knob. The sounds I can get out of the Sweet Baby are some of the best I've ever used and easy to dial in. I own a lot of pedals but lately I keep my chain setup real simple...the guitar goes into a EHX-Crying Tone wah pedal, then the Sweet Baby, then a Boss Super Overdrive (used as a lead solo gain boost... I don't use Distortion pedals.), next is an MXR Micro Chorus followed by an MXR Carbon Copy Analog Delay. The whole chain goes into the 2nd channel of my Fender Deluxe Reverb amp. I use the foot switch that came with amp to turn on the tremolo when needed... I play mostly Blues and Classic Rock. The Sweet Baby is well made and I don't see it failing me anytime soon. You can spend hundreds more on name brand pedals but what works for me at the end of the day is alive and well in this ""clone"" overdrive tone blender...Update: this pedal has since been returned. It went out with me on a few gigs and didn't hold up to life on the road. The connections inside the box came loose and became a major problem before a few gigs...I have since put my Boss Super Overdrive back in the chain...while I truly loved the tone from this product in the end you get what you pay for.",2,And a Sweet Baby it is...until it died at the gig...,1363651200,"03 19, 2013"
A3ARSPDQYDZVNS,B0009G1E0K,Don Daze,"[0, 0]","This is my first guitar belt, it is not a good fit, the connection to the guitar is far too thick, I try to not remove it too often as it is highly inconvenient and hard to manage.  Other than that it is usable, sort of, but I am thinking of getting some kind of metal hook instead, the thick leather is so unpleasant to deal with.",2,Too thick,1398124800,"04 22, 2014"
AZMHABTPXVLG3,B006H5119Q,sid,"[0, 0]","Big disappointment. I've been so impressed by Epiphone's but this one didn't do it. Quality of manufacture and assembly great. Pickups far less than inspiring. Yes, it's a great platform but was so expecting those P90 sound. I may have received the one in a hundred lemons as so many have commented positively on it. Just didn't have the tone and bite I was expecting.I could certainly invest in some PUP's but I have too many great P90 guitars to bother. Roll of the dice I guess.",2,Expectations perhaps a bit too high,1403654400,"06 25, 2014"
A18DTTRCYR8TD7,B001LJUVO4,Peter Dillmann,"[0, 0]","I don't know how this will work with other MIDI instruments but I tried it with the Roland TD9 drums and although it does transmit the data, the drum map is totally off. The respective triggers (hihat, hihat pedal, etc) are translated into all sorts of wrong information and while you can manually compensate for some of it on the PC end of it, it was just a freaking hassle. I needed this to be more flexible and able to record directly to my Notebook (which doesn't have a MIDI input) but I gave up in the end and went with my desktop PC and its MIDI interface.",2,Doesn't work with electronic drums,1366329600,"04 19, 2013"
A2Z89YMZZJWBHS,B000B6FBA2,Sunn Kram,"[0, 0]","I ordered one of these because I like my other Planet Waves Capo a lot (I believe its the older metal version of this, not the &#34;Lite&#34;). However, this one just does not screw down enough to hold down the strings, especially down at the lower frets where the neck is a little thinner (on a Martin jumbo acoustic). It will barely bend the strings down behind the fret but not enough to prevent buzzing. Your fretting hand will naturally push the capo back and out of position quite easily when playing open chords too.I'm not sure why the plastic version has this issue when it appears to have an identical design to the old metal one. It doesn't seem defective as no parts are bent or missing as far as I can tell. Unless I just happen to get one with a shorter than normal screw, I wouldn't recommend it for any guitar without a thick neck.My recommendation is the classic Kyser capo thats more dependable and quicker to apply and remove (it also attaches to your headstock effortlessly when not in use). If you are looking for the screw-down style, I would look for the older version of this and avoid the &#34;Lite&#34;.",2,Will Not Clamp Tightly Enough,1401062400,"05 26, 2014"
A2PD27UKAD3Q00,B00005ML71,"Wilhelmina Zeitgeist ""coolartsybabe""","[0, 0]","I bought this to use with my keyboard. I wasn't really aware that there were other options for keyboard pedals. It doesn't work as smoothly as the pedals do on an acoustic piano, which is what I'd always used. Doesn't have the same feel either. Nowhere close.In my opinion, a sustain pedal like the M-Audio SP-2 Sustain Pedal with Piano Style Action or other similar pedal is a much better choice. The price difference is only a few dollars and the feel and action are so much better. The only thing I've found the Yamaha FC-5 Sustain Pedal is good for is taking up space in a drawer where I keep my electric guitar pedals.",2,Definitely Not For The Seasoned Piano Player,1376697600,"08 17, 2013"
A2XL6TZM34HFV3,B004PFWYL4,"Review Man ""Review Man""","[1, 1]","I ordered one of these (from MF) and had to send it back because it was damaged and the latches didn't all work.  Even in perfect condition it's still a subpar case.  But the one I got had two ripped corners on the lid, and from those rips it's easy to see that the edge of the lid is just very thin cardboard all around, and the black outside covering provides little protection to keep that cardboard from tearing.  As for the latches (buckles), there are three of them and on the one I had only one worked to keep the case closed.  The other two latched, but they rattled and provided no tension at all to help keep the lid shut.Disregarding those flaws it's still obvious that it's not a good case.  The hinges look like they could fall apart or come off at any moment, the handle is not comfortable to hold, and the whole thing bends in a way that makes you wonder if you would be better off with a gig bag.  It also won't stand evenly on end (if that's important to you).On the positive side it's light, it does fit a Telecaster ok, and the inside is a decent plush lining with a small storage compartment.  But do yourself a favor and spend another $25 and get something better.  I have a Musician's Gear dreadnought case and this doesn't compare to that one at all.",2,Junky,1338854400,"06 5, 2012"
A1KO6FM2PGCYC8,B002C741BI,"Micheal D. Prater ""michealprater""","[0, 0]","The fact that it is passive really kills it. I just could not get any sound out of it, I tried multiple placements. I finally just bought a guitar with a pickup in it. Not worth the money, or the extra hole in your guitar.",2,Was a waste of money,1325030400,"12 28, 2011"
A1EMTRDX5PBNCP,B0002KZEMC,Jeremy D.,"[0, 0]","I would think it would be reasonable to assume that this would fit a Squier Bullet Strat, but the holes didn't line up, it didn't fit between the neck and the bridge, in fact, it was completely wrong. Nice quality though.",2,Nice quality though,1404432000,"07 4, 2014"
A2LSR40ZH18TPH,B0050ALN2E,Amazon Customer,"[1, 3]","I tried this in front, in the middle, and at the end of an effects chain, as well as by itself, plugged into the effects loop of my Mesa Boogie Mark V amplifier.  Whenever it is in the path, as soon as I engage my effects loop, the signal level drops considerably.  It did not matter whether the pedal was on or not.  The chorus effect is good, but I don't want my volume to drop every time I turn on my effects loop.  I have the loop balanced with all of the other pedals that I use, so I can't raise the send any more.",2,Loaded down the signal path,1361664000,"02 24, 2013"
A3SH7VETIJJ7LA,B003SZDFM4,Hayden,"[2, 2]","Let me first start off with the sizing. When they say ""Fits Soundholes from 33.75"" - 35"""", they really mean it.You are going to have a hard time trying to fit it even if it is 1/16"" smaller than the specifications.I know I did. My friend's Oscar Schmidt 3/4 sized guitar was just that much smaller and it did not fit well. The edges did not ""catch"" completely  and it looks terrible.My classical guitar had a similarly sized soundhole but because of the much wider fretboard at the edge of the soundhole, it did not fit at all. You could try cutting the edges off the Oport at the fretboard.The main issue is the sound.Yes, it does make the sound fuller when you are strumming, slightly but enough to tell.However, it does so at the expense of the sustain and harmonic overtunes.Fingerpicking just does not sound as nice as before, even though the guitar is noticeably better on the bass notes.For me, that does not justify it.A simple bone saddle does way better than this and it cost less.Another thing I found out was what was Amazon does to stuff others return - they resell as brand new if it looks brand new.The packaging on mine came slightly torn and looked as if it had been opened. Does it matter? In practical terms, no, not for this sort of item.I guess that is how Amazon keeps their prices low yet with good customer service and return policies.",2,I doubt it really helps.,1352332800,"11 8, 2012"
A3CSSZ6U5J4YS5,B0037GXRHM,overbybr,"[0, 1]","Both of the stands had parts that had fallen out, or were missing all together. When the pamphlet that comes with them states that they are fully assembled and guaranteed to be free of defects, this is a major concern. It may be that I got a bad box that got missed by quality control, but it does make me suspicious of Pyle products.",2,Poor quality control,1362528000,"03 6, 2013"
A14PY68SX7D5DV,B003VWKPHC,Leonardo Lee,"[0, 1]",Tuner works great. Both by vibration and mic.Only real problem is the fact that the joint between the tuner and the clip is really weak. Mine broke off... not even a year old.,2,"Tuner is great, joints not so much",1353542400,"11 22, 2012"
A27E9UEA5ZMTN5,B0002GJ3ZA,tommy bravo,"[0, 0]",Far too slippery for my fingers when I shredding and the tip wears out way too fast as well.,2,Far too slippery for my fingers when I shredding and ...,1404432000,"07 4, 2014"
AH0XON4XDOF2C,B0002CZTIO,christopher Lamothe,"[1, 1]",it's good but think its a bit expensive for just one they should give you two for that price or lower the price,2,ok pick holder,1390608000,"01 25, 2014"
A2BB6IKKR4G40J,B000T517Y4,Anthony,"[0, 0]",I am a tone freak. I bought this pedal a while back under the impression that it would sound equal to a big muff. At the time i had never owned a big muff. I thought the sound it produced was big muff sound. I later took it to my friends house and matched settings with a real big muff. The difference was huge. The big muff sounded fuller where the little one sounded like you just took the sound and trapped it in a little box. I later bought a big muff and its been one of my go to pedals for at least three years of gigging. I am currently loving it still but i am curious about the nano big muff because i am looking to clear out space on my board but i will probably not use it if it sounds anything less than the real deal. I would only use the little big muff if my concerns for sound were out shined by the need to minimize board space,2,Sounds like a muff but theres a good reason why its cheaper,1403913600,"06 28, 2014"
AUZ9IPTKJKFDK,B0016MJ1T2,Rock Morton,"[0, 0]","This is an affordable copy of the Boss Harmonist pedal. I bought this mainly for the harmonist and polyphonic pitch shift feature. But was surprised by how much fun the trem bar and flutter mode was to play with.Anyway on the third day the tracking on the pedal suddenly started to have about a one second delay. And on fourth day in addition to the tracking problem, hitting certain notes caused a low pitch fluttering noise. Also the pedal just started oscillating a few times. I would have given the Behringer us600 five stars if it kept working, it tracked nice and didn't tone suck too bad.",2,cool pedal that broke quick,1350691200,"10 20, 2012"
A768OB1LNE356,B00FXKIG5I,"Kevin ""k""","[1, 2]",The larger ones sometimes have the neck snap so I thought this might be the answer.  The answer is to treat your larger Snarks nicer cause this thing on the back of your guitar with no adjustments simple doesn't cut it.  I have to move the guitar and crane my neck to see the display.  I'm quite disappointed and it sits here with no use.  It is cheap though.  Still to me it was money out the window.,2,I use Snarks everywhere except for this one,1395446400,"03 22, 2014"
A2074KEJGRYJV4,B0002IHFVM,hcross,"[0, 0]",I have a Taylor 710ce and this strap had to be forced over the top connection near the neck of the guitar. Rather than ruin the finish of the guitar I just got a different strap. Plus the nylon slips very easy which is not a plus for me since I had to keep correcting the position of the guitar to where I liked it to play. If the nylon is not a problem for you and the ends fit over your guitar this strap is very well made.,2,Does not fit Taylor Guitar,1379289600,"09 16, 2013"
A31XY5BETE8DUC,B0002GXPRM,Paul D.,"[0, 0]",I bought these mics to fit a shure mic and a GLS mic and it doesn't fit either.  A little too small.,2,Too Small for some mics,1356480000,"12 26, 2012"
AD6FULWPPOJ3R,B0027V760M,"Big Daddy ""Rock 'till you drop!""","[0, 0]","Ok, I'm surprised that this unit is now over $15.00.  I only spent $8.59 for this and I'm mad at myself.  It was cheap enough that I rolled the dice to see if I could get away with a decent product for CHEAP.  It feels solid, looks like a real direct box...but sounds like ass.  I couldn't believe that Pyle would put that much effort into a great ""fit and finish"" product, yet not put decent components inside.  This is the noisiest piece of crap I've ever used - I ended up buying another direct box (spent over $60.00).  Pyle has once again lived up to it's name, but they should finish the name properly and re-brand as ""Pyle of S***.""Sorry folks, but I'd skip this one.  The 5-star ratings must be from employees.  The only reason I didnt' give it one star was because it was so cheap (Remember, I only spent $8.59), and I'm the one that pulled the trigger on the purchase.Live and learn.  Why would I think plugging a $2000.00 guitar into a cheap piece of crap was a good idea?  My fault.",2,Noisy POS,1401235200,"05 28, 2014"
A1CF9IF5FWYNU0,B0002E1G5C,Robert Baxter,"[0, 0]","The wire clipper and winder work O.K., but the pin puller is badly designed and doesn't slip under the ball of the pin in order to lift it out. Bad design by someone who doesn't use it to pull pins out of a bridge. I end up using a Jim Dunlop capo to pull bridge pins out. I've done it successfully for years.",2,Disappointed,1398988800,"05 2, 2014"
A3AOB0VF6H0IF4,B000J5Y214,Daits,"[1, 2]","The mixer is good for the price but I had to return my first one soon after opening it due to some loose parts moving around inside. The packing way below average. As a matter of fact, it was the only outer box without any cushioning. After seeing those UPS and FEDEX delivery videos I would not pack a UPS or FEDEX shipping item in such a poor packing. However, the great seller ( I am referring to AMAZON) immediately responded and sent me a replacement along with a prepaid label to return the fist unit. Second unit too had the similar packing but no damages. Worked fine.",2,Good product but poor packing,1327795200,"01 29, 2012"
A8AF0VV2LP4LV,B001U5PCFM,Ron1414,"[0, 1]","I gave it two stars because the expression pedal stopped working after the second day , and visually it's hard to read because the lettering is so small. Also there are  many function for one knob to have, a little confusion for me. The sounds are great and the recording aspect of it is nice, but not something that is best for my needs.I am looking into a Boss ME-25 instead,",2,Not What I expected,1372982400,"07 5, 2013"
A27GPJSZDRQ1ZW,B000A2HDXA,Smurfie,"[2, 2]","I have other harmonica's but thought I'd like a set of blues harps.  I thought that if it's made by Hohner, it must be fairly good.  Wow, was I wrong.  Too hard to push notes through them.  I wouldn't recommend these to anyone.",2,Not worth the money,1361145600,"02 18, 2013"
A34WEXT7SIRFE4,B000ULAP4U,@ciscoza,"[9, 14]","These cans were decent, back when they were just above 100 bucks. They've inflated to 160 and that's just ridiculous. There is better in this price range. The SRH840's for example on eBay for 120~ bucks new, does everything better than these cans. The M50's have really punchy bass, and extremely stringent highs, they're very loose in the low end, and their mids are recessed. That combination makes for a fatally tiring listening experience. The pads are pleather and terribly uncomfortable, whilst having an almost starchy texture to them. The headband clamps onto larger heads and lacks decent padding underneath. These phones are also terrible in regards to any soundstage at all, which means for gaming, these will be pretty terrible. They do some... SOME... new genres alright, but their extremely aggressive presentation makes these phones just hard to listen to. They also can't do lighter genres like Jazz and Classical due to their poor positoning. There are much much better monitors in this price range than these, the Shure SRH840 as I've said before totally outclass these headphones in all areas.Stay away, don't fall victim to the noob hype.",2,Really harsh and uncomfortable.,1328227200,"02 3, 2012"
A3CVZRPQH1PFQ5,B0002H0H4A,Parker Hicks,"[0, 1]",This is a beautiful shock mount. However for the price it didnt perform. The mount doesnt fit directly to the blue yeti and it leaks wind and plosive sounds on P's and S's. Not worth the price.,2,Overpriced,1376006400,"08 9, 2013"
A37KK1CLMULHE4,B003OUX8ZM,"Wynn ""Nemesis""","[0, 1]","For any usable tones while playing live, the best bet is to plug it into a tube power amp. Direct to mixer or running it through a solid state amp is very uninspiring.I didn't like the recorded tones either, much rather preferred Amplitube 3 if micing a real tube amp wasn't an option.That being said, it is good for practice and song writing. Used this for more than a year and finally sold it! That's the other thing with items like this, they lose value real quick once the next version comes out.",2,Good for practice,1390435200,"01 23, 2014"
A2RCV60MNI5VTV,B0002E3DGC,Paparaptor,"[2, 3]","I recently traveled across country carrying 2 similar guitars. One was in the SKB Fender case ($99.95 on Amazon), the other in this Gator case purchased locally.  I was told it was just as good as the Fender case. Both ended up in checked luggage.  After 1 flight from Florida to LAX and back (non-stop, minimal handling) the glue on the top section gave up.  The padding is now loose and the strap to keep the top from flopping completely open is dangling inside the case.  Neither guitar was damaged and the cases appear in fine shape, but after having the padding fall out, I just ordered another SKB Fender case.  The Gator will be re-glued and used only for local trips.  The SKB Fenders will be my airline cases from now on.",2,"Not bad, not good",1332374400,"03 22, 2012"
A2BK5M8IYNF7CV,B0002KYXTM,"J. Sanabria ""Deux bleus""","[0, 0]","All I gotta say about  this product is that I get a volume/tone loss when it's plugged; that is a very big problem for me. Other than that is very well built, but the fact that it decreases my volume is a major issue for me.",2,Volume loss,1367798400,"05 6, 2013"
A2FIYXK97CTS6D,B0002IHFVM,B. Clark,"[0, 0]","I bought one of these in the beginning - just to have something - as this is better than having nothing at all - but it's certainly nothing special. The material and the skinny width was uncomfortable for me and exacerbated my neck pain, so I only used it for a very short time.On the other hand, if you have a nice guitar that you really take great care of, then you'll probably want to invest in a much nicer strap at some point. I upgraded to a really nice 3&#34; wide black leather Levy's guitar strap - which is five stars all the way.If you're a newbie and don't have a strap, and are on a tight budget and need something, then this Planet waves strap will probably work for you - till you can upgrade to something nicer and more comfortable to wear. Just my 2 cents.",2,You get what you pay for.,1365638400,"04 11, 2013"
A1V3N0LF1QGG0X,B000RNB720,Pepper,"[0, 1]",It's a good ideal but the big problem I have is if Ya are using a tube Amp. ( have a 65' Twin Reverb Fender tube ) Ya get one HELL of a HUM. It's so bad I just can't use it at all. I'm not sure about a transistor Amp. but who uses those ????,2,Good Ideal ???,1376006400,"08 9, 2013"
AW1VA3H8A5N12,B002C741BI,timhief,"[0, 0]",This is a hit-or-miss product.  For me it fell short but for others it seems to work very well.  It's not a total loss since I can reuse the endpin jack with the soundhole solution I ended up with.  It was cheap enough that it was worth taking a chance on.,2,Not as good as I'd hoped,1362096000,"03 1, 2013"
A3412OM2NWNT5E,B0002CZZW4,Nilram,"[0, 0]","Well, what can I say? Based on the customer reviews, this purchase seemed like a no-brainer. However, after only 4 months of light use (used on my rig at home) it is toast. The cable barely holds a signal now (constantly need to jiggle the thing to work). And before you ask, &#34;is it perhaps your output jack?&#34;, all of my other cables work with my gee-tar. So it is definitely the cable :(Anyway, I gave it 2 stars because while it WAS working it sounded great through my Roland JC120.",2,To bad...,1387497600,"12 20, 2013"
A3W5BERPNVRXR6,B000BBRZ3S,fretter,"[0, 0]","It is inexpensive but is difficult to use  anywhere with other noise..I used it for several years but it is only a backup now.. Nice part is that you can calibrate the tuning, although probably would not be used by most musicians.. Other than that I think money would be better spent on a headstock type tuner.. I would not recommend it.",2,not my best choice,1357257600,"01 4, 2013"
A2EZWZ8MBEDOLN,B000M23OQ8,Charlo,"[1, 1]","I picked one of these up when they were being blown out cheaply at a big box store.  Who doesn't need another pocket tuner to throw in the guitar bag, right?  The price was less than ten bucks, but unfortunately it doesn't work very well.  The microphone inside the unit is simply not very accurate.  It gets you in the ballpark, but just barely.  Strike a note once, and it's sharp.  Play the same note with the same force again and it says you are in tune.  I think the Korg tuner is in roughly the same price range and it performs the job much better.",2,Does the trick- just barely...,1350259200,"10 15, 2012"
A2NIT6BKW11XJQ,B000BKY8CU,Jai,"[0, 0]","The Keyboard Bench is lower than I anticipated.  The seat is very soft and comfortable.  However, it doesn't appear to hold anyone with excess weight.",3,SEAT CUSHIONY,1362268800,"03 3, 2013"
A2JMJVNTBL7K7E,B0002E3CHC,"K. Lin ""yesuaini99""","[1, 1]",I like Elixir.  I had to try this one because of another friend said it's ok and cheaper.I tried it and the quality is low end.The sound is not as crisp.The gauge is too heavy for my fingers (not their problem)All 6 strings are wrapped inside one single bag.I'd go back to Elixir next time.,3,tonal quality is flat,1360195200,"02 7, 2013"
A2Y4PRG2HHOL3G,B0002H0A3S,'brother' Bill,"[0, 0]",".... I'm going back to what works best for me, Martin SP custom light. While the packaging (sealed) for each set is a good thing and also the individual color coding of each string, I do prefer Martins',",3,I liked them but ...,1393286400,"02 25, 2014"
A330W6L217G0U6,B007XH9432,Rich,"[0, 0]","The neck is  well made . the fit ..it was press fit to my body like they were made at the same time.I did have to sand the neck a little , it had a bump in it .. the frets are a little sharp but not as bad as most ..it took some time to get so if you in a tight build time i might look at getting somthing thats made in the states !!",3,Nice neck,1362355200,"03 4, 2013"
A31JRW1DW3SZ2K,B0002GLCRC,Bob Dillin,"[0, 0]",This is a really nice item and I got two of them.  Unfortunately one of them did not thread properly into the base and I had to force it which has created a little wobble.  That's the problem with mail order. Sometimes on a cheap item its not worth the time and expense to exchange it. Oh well so far its working OK with the my old classical (beater) guitar I have hanging on the faulty one.  The other unit seems to be rock solid. Oh and by the way these hooks are too skinny for a classical guitar.,3,"Really good, but.......",1287100800,"10 15, 2010"
A1FO10Z93GKN33,B001UYKGUE,Fancy,"[0, 0]","This stand, after I finally figured out how to attach it so that it didn't interfere with the boom on my mic stand, works okay.  Due to its heaviness, it does hold a good size amount of music;  however, it is short, width-wise, so you can't really get an open notebook to stay in place.  (at least not with the ,mic boom there).  Heavy to travel with also, so I don't know how much I'll use it.",3,it's heavy,1380758400,"10 3, 2013"
AONGA3BHTK0EG,B000XPPURU,CHUS01 Fan,"[0, 0]",I am average build and play a strat.  I shouldn't have to feel like this thing just barely fits me.  I wish it had at least one more inch.,3,"Excellent quality, but short",1395705600,"03 25, 2014"
